"IRSZ","CíMHELY NEVE","JELLEGE","VÁROSRÉSZ","1.SZÁM","1.JEL","2.SZÁM","2.JEL"
6722,"Honvéd              ","tér",,0,,0,
6725,"Hópárduc","utca",,0,,0,
6753,"Horgony             ","utca","Tápé",0,,0,
6725,"Horgosi             ","utca",,0,,0,
6720,"Horváth Mihály      ","utca",,0,,0,
6728,"Hosszú              ","utca",,0,,0,
6728,"Hosszútöltés","út",,0,,0,
6771,"Hősök               ","tere","Szőreg",0,,0,
6791,"Huba                ","utca","Kiskundorozsma",0,,0,
6721,"Hullám              ","utca",,0,,0,
6724,"Hunyadi             ","tér",,0,,0,
6724,"Huszár              ","utca",,0,,0,
6720,"Huszár Mátyás","rakpart",,0,,0,
6791,"Huszka Jenő         ","utca","Kiskundorozsma",0,,0,
6723,"Hüvelyk             ","utca",,0,,0,
6710,"Hűvös               ","köz","Szentmihály",0,,0,
6727,"Ibolya              ","utca",,0,,0,
6723,"Iglói               ","utca",,0,,0,
6728,"Ikarusz","köz",,0,,0,
6753,"Iker                ","utca","Tápé",0,,0,
6771,"Ikon                ","sor","Szőreg",0,,0,
6726,"Ildikó              ","utca",,0,,0,
6724,"Ilona               ","utca",,0,,0,
6791,"Ilosvai             ","utca","Kiskundorozsma",0,,0,
6721,"Imre                ","utca",,0,,0,
6725,"Indóház             ","tér",,0,,0,
6791,"Ingovány            ","utca","Kiskundorozsma",0,,0,
6791,"Ipar","dűlő","Kiskundorozsma",0,,0,
6724,"Ipoly               ","sor",,0,,0,
6727,"Irinyi János        ","utca",,0,,0,
6771,"Iskola              ","utca","Szőreg",0,,0,
6791,"István              ","utca","Kiskundorozsma",0,,0,
