"IRSZ.","CíMHELY NEVE","JELLEGE","VÁROSRÉSZ","1.SZÁM","1.JEL","2.SZÁM","2.JEL"
7625,"Tettye              ","tér",,0,,0,
7625,"Tettye              ","utca",,0,,0,
7628,"Thököly             ","út",,0,,0,
7624,"Tiborc              ","köz",,0,,0,
7624,"Tiborc              ","utca",,0,,0,
7632,"Tildy Zoltán        ","utca",,0,,0,
7621,"Tímár               ","utca",,0,,0,
7625,"Tinódi              ","utca",,0,,0,
7621,"Toldi Miklós        ","utca",,0,,0,
7628,"Tolnai József       ","utca",,0,,0,
7632,"Tolsztoj            ","utca",,0,,0,
7634,"Tompa               ","dűlő",,0,,0,
7623,"Tompa Mihály        ","utca",,0,,0,
7627,"Torda               ","utca",,0,,0,
7634,"Tortyogói","út",,0,,0,
7632,"Tölgyes             ","utca",,0,,0,
7635,"Tölgyfa             ","köz",,0,,0,
7693,"Tömörkény István    ","utca","Hird",0,,0,
7625,"Törekvés            ","utca",,0,,0,
7627,"Török               ","utca",,0,,0,
7635,"Török               ","köz",,0,,0,
7628,"Török István        ","utca",,0,,0,
7635,"Törpe               ","utca",,0,,0,
7623,"Tulipán             ","utca",,0,,0,
7693,"Túra                ","utca","Hird",0,,0,
7629,"Turini              ","utca",,0,,0,
7634,"Tücsök              ","dűlő",,0,,0,
7635,"Tüdőszanatórium",,,0,,0,
7635,"Tüke","utca",,0,,0,
7627,"Tündér              ","utca",,0,,0,
7633,"Türr István         ","utca",,0,,0,
7631,"Tüskés              ","dűlő",,0,,0,
7630,"Tüskésréti          ","utca",,2,,2,
7632,"Tüskésréti          ","utca",,-3,,0,
7623,"Tüzér               ","utca",,-3,,0,
7633,"Tüzér               ","utca",,1,,5,
7633,"Tüzér               ","utca",,2,,8,
7628,"Tűzoltó             ","utca",,0,,0,
7631,"Udvardi             ","út",,0,,0,
7634,"Ugar                ","dűlő",,0,,0,
7632,"Uitz Béla           ","utca",,0,,0,
7634,"Új fasor                ",,,0,,0,
7630,"Újhegyi","főtér",,0,,0,
7626,"Újvilág             ","utca",,0,,0,
7623,"Ungvár              ","utca",,0,,0,
7622,"Universitas         ","utca",,0,,0,
7633,"Uránbányász","tér",,0,,0,
7634,"Uzdóc               ","utca",,0,,0,
7623,"Űrhajós             ","utca",,0,,0,
7634,"Ürög","utca",,0,,0,
7634,"Ürögi","határút",,0,,0,
7634,"Ürögi               ","fasor",,0,,0,
7630,"Üszögi","út",,0,,0,
7630,"Üszögi kiserdő      ",,,0,,0,
7630,"Üszögi Víztároló",,,0,,0,
7630,"Üszögi-kiserdő","utca",,0,,0,
7630,"Üszögpuszta",,,0,,0,
7624,"Váczi Mihály        ","utca",,0,,0,
7626,"Vadász              ","utca",,1,,25,
7626,"Vadász              ","utca",,4,,8,
7627,"Vadász              ","utca",,-3,,0,
7634,"Vadrózsa            ","utca",,0,,0,
7627,"Vadvirág            ","utca",,0,,0,
7632,"Vágóhíd             ","utca",,0,,0,
7628,"Vájár               ","köz",,0,,0,
7629,"Vajda János         ","utca",,0,,0,
7630,"Vándor","utca",,0,,0,
7621,"Várady Antal        ","utca",,0,,0,
7622,"Vargha Damján       ","utca",,0,,0,
7635,"Varjú               ","dűlő",,0,,0,
7632,"Várkonyi Nándor     ","utca",,0,,0,
7621,"Városház            ","köz",,0,,0,
7632,"Varsány             ","utca",,0,,0,
7623,"Vas Gereben         ","utca",,0,,0,
7632,"Vásártér","utca",,0,,0,
7691,"Vasas               ","állomás","Vasas",0,,0,
7691,"Vasas I. bányatelep ","telep","Vasas",0,,0,
7691,"Vasas I. Külterület ",,"Vasas",0,,0,
7628,"Vasfű","dülő",,0,,0,
7691,"Vaskapu ","dűlő","Vasas",0,,0,
7622,"Vasút               ","utca",,0,,0,
7631,"Vasúti ","őrházak",,0,,0,
7622,"Vasvári Pál         ","utca",,0,,0,
7630,"Vendég","utca",,0,,0,
7634,"Venyige             ","dűlő",,0,,0,
7635,"Vércse              ","dűlő",,0,,0,
7634,"Veréb               ","dűlő",,0,,0,
7624,"Veres Péter         ","utca",,0,,0,
7633,"Veress Endre (Dr.)      ","utca",,0,,0,
7635,"Verőfény","utca",,0,,0,
7622,"Verseny             ","utca",,0,,0,
7627,"Veterán             ","utca",,0,,0,
7632,"Víg                 ","utca",,0,,0,
7631,"Vigadó              ","utca",,0,,0,
7632,"Viktória            ","utca",,0,,0,
7625,"Vilmos              ","utca",,0,,0,
7625,"Vince               ","utca",,0,,0,
7630,"Vincellér","utca",,0,,0,
7632,"Viola               ","utca",,0,,0,
7625,"Virág               ","utca",,0,,0,
7636,"Visnya Ernő         ","utca",,0,,0,
7635,"Vizes               ","dűlő",,0,,0,
7635,"Víztároló           ","dűlő",,0,,0,
7634,"Völgyi              ","dűlő",,0,,0,
7635,"Vörösbegy           ","dűlő",,0,,0,
7693,"Vöröshegy           ","utca","Hird",0,,0,
7626,"Vöröskereszt        ","utca",,0,,0,
7634,"Vöröskő             ","utca",,0,,0,
7621,"Vörösmarty          ","utca",,0,,0,
7632,"Wallenstein Zoltán  ","utca",,0,,0,
7628,"Wesselényi          ","utca",,0,,0,
7624,"Xavér               ","utca",,0,,0,
7633,"Ybl Miklós          ","utca",,0,,0,
7693,"Zámor               ","utca","Hird",0,,0,
7693,"Zengő               ","utca","Hird",0,,0,
7625,"Zerge               ","utca",,0,,0,
7628,"Zergevirág ","dülő",,0,,0,
7624,"Zichy Gyula         ","utca",,0,,0,
7625,"Zidina",,,0,,0,
7633,"Zipernovszky Károly ","utca",,0,,0,
7634,"Zodóföldi           ","út",,0,,0,
7624,"Zója                ","utca",,0,,0,
7622,"Zólyom              ","utca",,0,,0,
7627,"Zöldellő            ","utca",,0,,0,
7625,"Zöldfa              ","utca",,0,,0,
7631,"Zrinyi              ","puszta",,0,,0,
7621,"Zrínyi Miklós       ","utca",,0,,0,
7630,"Zsák                ","utca",,0,,0,
7634,"Zsebe               ","dűlő",,0,,0,
7634,"Zsebe-kúti          ","dűlő",,0,,0,
7634,"Zsebe-tető","utca",,0,,0,
7627,"Zsigmond            ","utca",,0,,0,
7622,"Zsinkó István       ","utca",,0,,0,
7622,"Zsolnay Vilmos      ","út",,2,,46,
7629,"Zsolnay Vilmos      ","út",,111,,119,
7629,"Zsolnay Vilmos      ","út",,96,,116,
7630,"Zsolnay Vilmos      ","út",,-3,,0,
7624,"Zsolt               ","utca",,0,,0,
7634,"Zsongorkő           ","utca",,0,,0,
7634,"Zsurló","dülő",,0,,0,
7632,"Zsuzsanna           ","utca",,0,,0,
7634,"Zurna","dülő",,0,,0,
