"IRSZ","CíMHELY NEVE","JELLEGE","VÁROSRÉSZ","1.SZÁM","1.JEL","2.SZÁM","2.JEL"
4028,"Izsó                     ","utca",,0,,0,
4030,"Jámbor Lajos","utca",,69,,117,
4030,"Jámbor Lajos","utca",,62,,116,
4034,"Jámbor Lajos             ","utca",,-3,,0,
4031,"János Vitéz              ","utca",,0,,0,
4028,"Jánosi                   ","utca",,1,,59,
4028,"Jánosi                   ","utca",,2,,42,
4033,"Jánosi                   ","utca",,-3,,0,
4030,"Jász                     ","utca",,0,,0,
4024,"Jászai Mari              ","utca",,0,,0,
4033,"Jázmin","utca",,0,,0,
4030,"Jegenye                  ","utca",,0,,0,
4002,"Jégvirág","utca",,0,,0,
4032,"Jenő                     ","utca",,0,,0,
4032,"Jerikó                   ","utca",,0,,0,
4026,"Jókai                    ","utca",,0,,0,
4002,"Jonatán","utca",,0,,0,
4225,"Jósa Miklós","utca","Józsa",0,,0,
4028,"Jósika                   ","utca",,0,,0,
4002,"Josta","utca",,0,,0,
4225,"Józsa István","utca",,0,,0,
4033,"Józsai                   ","utca",,0,,0,
4225,"Józsakert                ","utca","Józsa",0,,0,
4032,"József Attila            ","utca",,0,,0,
4002,"Juharfa","utca",,0,,0,
4033,"Juhász Géza              ","utca",,0,,0,
4027,"Juhász Gyula             ","utca",,0,,0,
4033,"Júlia                    ","utca",,0,,0,
4033,"Jurisich                 ","utca",,0,,0,
4030,"Kabar                    ","utca",,0,,0,
4033,"Kacagány                 ","utca",,0,,0,
4002,"Kádár                    ","dűlő",,0,,0,
